trader_id,squad_account_number,business_name,business_type,first_name,last_name,email,phone_number,location,primary_language,nin_number,bvn_number,total_revenue_monthly,total_transactions_monthly,average_monthly_revenue,ajo_savings_balance,ajo_goal_amount,ajo_consistency_score,zovu_pulse_score,max_credit_limit,shield_status,created_at,updated_at
T_100264,9923502399,Mama Emeka's Wholesale,Small Kiosk,Emeka,Balogun,emeka.balogun49@gmail.com,00571989677,Mile 12,Yoruba,66735443434,69796416975,1777143.99,554,3207.84,327641.4,2666000.0,0.37,84.6,1777100.0,Silver,2025-12-22 21:46:23.350631,2026-01-09 21:46:23.350631
T_100265,9985077697,Sister Nneka's Hub,Small Kiosk,Nneka,Uba,nneka.uba26@gmail.com,02271636965,Alaba,English,10354559208,25944281476,1816841.4,294,6179.73,130790.64,2725000.0,0.57,10.1,0.0,None,2025-08-17 21:46:23.350736,2025-09-12 21:46:23.350736
T_100266,9944526086,Madam Abubakar's Hub,Wholesaler,Abubakar,Abiola,abubakar.abiola71@gmail.com,05379176392,Alaba,English,17735661049,39225177463,1196892.93,370,3234.85,96143.07,1795000.0,0.64,95.0,2393800.0,Gold,2025-05-15 21:46:23.350839,2025-06-13 21:46:23.350839
T_100267,9961934233,Madam Nneka's Stall,Retailer,Nneka,Nwosu,nneka.nwosu33@gmail.com,01714665557,Idumota,English,06763070702,71587409298,232427.67,885,262.63,17191.33,349000.0,0.79,87.4,464900.0,Silver,2025-06-30 21:46:23.350939,2025-07-05 21:46:23.350939
T_100268,9984134870,Baba Kelechi's Enterprises,Online Vendor,Kelechi,Abubakar,kelechi.abubakar34@gmail.com,02329141816,Ketu,Igbo,09084421041,54537416699,581196.61,1390,418.13,90242.8,872000.0,0.58,84.1,581200.0,Silver,2025-08-04 21:46:23.351045,2025-08-16 21:46:23.351045
T_100269,9970823062,Alhaji Emeka's Global,Online Vendor,Emeka,Ibrahim,emeka.ibrahim8@gmail.com,06259218393,Idumota,English,29379457103,98389242797,2313278.4,654,3537.12,411576.77,3470000.0,0.43,43.2,925300.0,Gold,2025-06-22 21:46:23.351149,2025-07-05 21:46:23.351149
T_100270,9984973169,Mama Abubakar's Stall,Small Kiosk,Abubakar,Okonkwo,abubakar.okonkwo94@gmail.com,01366893625,Balogun,Yoruba,72347743651,18194288255,550114.06,899,611.92,75132.93,825000.0,0.62,43.1,220000.0,Gold,2025-12-02 21:46:23.351248,2025-12-19 21:46:23.351248
T_100271,9997883642,Mama Sadiq's Ventures,Small Kiosk,Sadiq,Okoro,sadiq.okoro30@gmail.com,00231129373,Oshodi,Igbo,58345498309,38912149900,458747.14,1023,448.43,82145.05,688000.0,0.52,45.7,183500.0,None,2026-01-25 21:46:23.351349,2026-02-03 21:46:23.351349
T_100272,9934954192,Brother Chioma's Enterprises,Retailer,Chioma,Chukwu,chioma.chukwu57@gmail.com,01953344324,Oshodi,English,29844004332,91137028475,1945456.75,369,5272.24,287800.57,2918000.0,0.48,68.2,778200.0,Gold,2025-09-14 21:46:23.351462,2025-09-23 21:46:23.351462
T_100273,9916004768,Brother Zainab's Stall,Wholesaler,Zainab,Okoro,zainab.okoro37@gmail.com,02376171522,Oshodi,English,14713733448,10083723918,1274497.09,620,2055.64,99212.45,1912000.0,0.36,90.4,2549000.0,Gold,2025-12-05 21:46:23.351561,2025-12-30 21:46:23.351561
T_100274,9910965891,Madam Nneka's Wholesale,Small Kiosk,Nneka,Balogun,nneka.balogun65@gmail.com,07825956344,Oshodi,Igbo,57601784169,27236078415,1526536.38,566,2697.06,259444.5,2290000.0,0.83,36.2,0.0,Gold,2025-06-27 21:46:23.351663,2025-07-22 21:46:23.351663
T_100275,9926672442,Madam Funke's Global,Wholesaler,Funke,Nwosu,funke.nwosu84@gmail.com,09045525775,Ketu,English,55833596170,31939335589,644210.34,398,1618.62,34745.11,966000.0,0.58,64.0,257700.0,Gold,2025-07-21 21:46:23.351767,2025-07-30 21:46:23.351767
T_100276,9966770959,Baba Nneka's Hub,Retailer,Nneka,Adeyemi,nneka.adeyemi40@gmail.com,07212067633,Ketu,Hausa,89744904322,56655701145,1636082.59,1289,1269.27,232006.13,2454000.0,0.98,97.4,3272200.0,None,2025-10-20 21:46:23.351873,2025-10-22 21:46:23.351873
T_100277,9950737295,Brother Ibrahim's Enterprises,Online Vendor,Ibrahim,Okonkwo,ibrahim.okonkwo14@gmail.com,05017569147,Balogun,English,94615510085,61328318461,438539.92,809,542.08,48926.06,658000.0,0.69,59.8,175400.0,Gold,2025-07-16 21:46:23.351976,2025-08-15 21:46:23.351976
T_100278,9954474284,Sister Joshua's Ventures,Wholesaler,Joshua,Yusuf,joshua.yusuf60@gmail.com,08991896396,Mushin,Igbo,97390485527,25066234706,692876.84,1442,480.5,66904.37,1039000.0,0.7,25.4,0.0,Bronze,2025-11-03 21:46:23.352076,2025-11-26 21:46:23.352076
T_100279,9925005284,Brother Ibrahim's Ventures,Small Kiosk,Ibrahim,Okoro,ibrahim.okoro25@gmail.com,08156224662,Balogun,Hausa,66917484403,33572068868,1147381.86,782,1467.24,125529.47,1721000.0,0.62,44.5,459000.0,None,2025-08-07 21:46:23.352177,2025-08-17 21:46:23.352177
T_100280,9973792773,Madam Folashade's Enterprises,Retailer,Folashade,Nwosu,folashade.nwosu25@gmail.com,09060134880,Idumota,Igbo,35422767912,23644631530,410857.79,690,595.45,40200.36,616000.0,0.49,26.2,0.0,None,2025-11-25 21:46:23.352278,2025-12-24 21:46:23.352278
T_100281,9931769093,Sister Ifeanyi's Retail,Wholesaler,Ifeanyi,Nwosu,ifeanyi.nwosu1@gmail.com,08564911228,Ketu,Hausa,30387173991,08435933224,1567509.81,718,2183.16,220872.18,2351000.0,0.47,31.7,0.0,None,2025-06-24 21:46:23.352378,2025-07-17 21:46:23.352378
T_100282,9942390558,Mama Zainab's Ventures,Wholesaler,Zainab,Yusuf,zainab.yusuf35@gmail.com,03017378261,Ketu,Igbo,55003895950,93552929443,698344.97,820,851.64,74644.87,1048000.0,0.94,53.1,279300.0,Gold,2025-06-19 21:46:23.352489,2025-07-15 21:46:23.352489
T_100283,9930683437,Brother Aisha's Wholesale,Online Vendor,Aisha,Yusuf,aisha.yusuf3@gmail.com,08569835226,Mile 12,Igbo,12372612118,07672071034,750811.48,1080,695.2,127946.15,1126000.0,0.47,2.4,0.0,Gold,2025-09-13 21:46:23.352587,2025-10-09 21:46:23.352587
T_100284,9941208287,Baba Kelechi's Retail,Retailer,Kelechi,Nwosu,kelechi.nwosu55@gmail.com,03556053307,Alaba,English,11226794408,15673362580,1493382.79,357,4183.15,296357.67,2240000.0,0.68,41.3,597400.0,Silver,2025-05-19 21:46:23.352693,2025-06-14 21:46:23.352693
T_100285,9959283007,Madam Tunde's Ventures,Retailer,Tunde,Balogun,tunde.balogun54@gmail.com,02246959093,Mushin,English,45749967914,41855219841,784649.15,655,1197.94,126868.04,1177000.0,0.45,91.6,1569300.0,Bronze,2025-12-06 21:46:23.352795,2025-12-11 21:46:23.352795
T_100286,9941925543,Mama Joshua's Hub,Small Kiosk,Joshua,Eze,joshua.eze54@gmail.com,08881046438,Ketu,Hausa,64963734921,60376360239,783476.05,233,3362.56,66243.66,1175000.0,0.61,78.2,783500.0,Bronze,2025-08-31 21:46:23.352900,2025-09-14 21:46:23.352900
T_100287,9980419191,Madam Zainab's Hub,Small Kiosk,Zainab,Okoro,zainab.okoro8@gmail.com,04987265914,Alaba,Igbo,99763274517,68725122477,2111698.58,215,9821.85,324431.89,3168000.0,0.95,3.4,0.0,Silver,2025-08-05 21:46:23.353002,2025-08-15 21:46:23.353002
T_100288,9914086323,Baba Sadiq's Wholesale,Online Vendor,Sadiq,Bello,sadiq.bello12@gmail.com,06398882353,Ketu,English,44661762569,00717858654,1908461.47,229,8333.89,193827.51,2863000.0,0.9,21.7,0.0,Bronze,2025-06-01 21:46:23.353109,2025-06-04 21:46:23.353109
T_100289,9919093526,Brother Blessing's Stall,Online Vendor,Blessing,Suleiman,blessing.suleiman72@gmail.com,09967974083,Balogun,Igbo,77648560106,28475419303,917897.88,478,1920.29,115939.15,1377000.0,0.59,8.0,0.0,Silver,2025-07-16 21:46:23.353212,2025-08-05 21:46:23.353212
T_100290,9959501222,Brother Zainab's Global,Small Kiosk,Zainab,Danjuma,zainab.danjuma72@gmail.com,02562313987,Oshodi,Igbo,76861423714,17674158300,2090533.6,1083,1930.32,392824.92,3136000.0,0.8,42.3,836200.0,Bronze,2025-11-05 21:46:23.353321,2025-11-17 21:46:23.353321
T_100291,9921252105,Alhaji Joshua's Stall,Online Vendor,Joshua,Abiola,joshua.abiola15@gmail.com,03327384216,Idumota,English,94041892073,02835140990,1643252.77,801,2051.5,134238.41,2465000.0,0.74,79.0,1643300.0,Bronze,2026-01-12 21:46:23.353426,2026-01-13 21:46:23.353426
T_100292,9966716249,Baba Tunde's Hub,Wholesaler,Tunde,Ibrahim,tunde.ibrahim20@gmail.com,06133706432,Idumota,Igbo,22757569204,87570958317,1528868.77,495,3088.62,243252.68,2293000.0,0.6,63.4,611500.0,Silver,2026-02-02 21:46:23.353526,2026-02-15 21:46:23.353526
T_100293,9975967213,Sister Joshua's Global,Small Kiosk,Joshua,Adeyemi,joshua.adeyemi74@gmail.com,03376852728,Mile 12,Hausa,44667230342,66265151453,1259779.64,458,2750.61,173198.88,1890000.0,0.53,45.2,503900.0,Bronze,2025-07-22 21:46:23.353631,2025-08-15 21:46:23.353631
T_100294,9964991610,Sister Blessing's Wholesale,Online Vendor,Blessing,Suleiman,blessing.suleiman31@gmail.com,07270197367,Mile 12,Hausa,77968533805,72707892496,2228423.84,803,2775.12,282418.53,3343000.0,0.89,65.6,891400.0,Silver,2026-01-29 21:46:23.353732,2026-02-17 21:46:23.353732
T_100295,9923973340,Brother Funke's Enterprises,Wholesaler,Funke,Abiola,funke.abiola52@gmail.com,03080606626,Mile 12,English,43616878432,79407927641,2316698.4,371,6244.47,403850.76,3475000.0,0.62,15.9,0.0,Gold,2026-01-06 21:46:23.353835,2026-02-04 21:46:23.353835
T_100296,9998007323,Alhaji Tunde's Retail,Small Kiosk,Tunde,Abubakar,tunde.abubakar2@gmail.com,01752988403,Alaba,English,38922165839,46004900625,703844.35,471,1494.36,69483.51,1056000.0,0.47,21.0,0.0,Bronze,2026-01-04 21:46:23.353936,2026-01-14 21:46:23.353936
T_100297,9915987910,Madam Ifeanyi's Ventures,Small Kiosk,Ifeanyi,Eze,ifeanyi.eze17@gmail.com,09849727423,Mile 12,Igbo,92604160555,47218798863,803884.35,900,893.2,102382.54,1206000.0,0.31,32.7,0.0,Bronze,2025-10-31 21:46:23.354036,2025-11-27 21:46:23.354036
T_100298,9948180651,Mama Chinedu's Stall,Online Vendor,Chinedu,Bello,chinedu.bello6@gmail.com,07463789402,Idumota,Yoruba,87150543872,37834691729,951376.27,523,1819.08,98411.95,1427000.0,1.0,15.7,0.0,Bronze,2025-12-05 21:46:23.354137,2025-12-10 21:46:23.354137
T_100299,9933790385,Sister Abubakar's Hub,Small Kiosk,Abubakar,Eze,abubakar.eze96@gmail.com,08994893377,Balogun,Hausa,44332428734,53787071162,507906.16,222,2287.87,28265.26,762000.0,0.74,87.8,1015800.0,Gold,2025-07-06 21:46:23.354245,2025-07-23 21:46:23.354245
T_100300,9967951381,Baba Bolanle's Wholesale,Online Vendor,Bolanle,Adebayo,bolanle.adebayo62@gmail.com,08376963086,Oshodi,Pidgin,26301455162,02960223811,1321476.65,1498,882.16,222235.29,1982000.0,0.82,41.3,528600.0,None,2025-06-10 21:46:23.354362,2025-06-21 21:46:23.354362
T_100301,9925372204,Sister Ifeanyi's Stall,Wholesaler,Ifeanyi,Suleiman,ifeanyi.suleiman71@gmail.com,09033005170,Mile 12,Igbo,49656104886,77127097958,316835.75,1092,290.14,31376.27,475000.0,0.9,73.7,316800.0,Silver,2025-09-04 21:46:23.354466,2025-09-22 21:46:23.354466
T_100302,9943096615,Baba Funke's Retail,Retailer,Funke,Adeyemi,funke.adeyemi20@gmail.com,09086975688,Idumota,Hausa,37400616508,54037018902,929143.25,1104,841.62,154954.62,1394000.0,0.49,21.7,0.0,Silver,2025-08-11 21:46:23.354568,2025-08-26 21:46:23.354568
T_100303,9933348557,Alhaji Blessing's Ventures,Retailer,Blessing,Adeyemi,blessing.adeyemi54@gmail.com,01878693654,Mushin,English,12863363699,49543558212,216734.14,1496,144.88,21291.88,325000.0,0.82,38.0,0.0,Bronze,2025-08-31 21:46:23.354667,2025-09-21 21:46:23.354667
T_100304,9998887453,Mama Olumide's Enterprises,Wholesaler,Olumide,Chukwu,olumide.chukwu49@gmail.com,04740464133,Mushin,Igbo,16172237610,98428921396,2100296.96,1212,1732.92,316099.35,3150000.0,0.85,65.2,840100.0,Silver,2025-08-19 21:46:23.354779,2025-08-24 21:46:23.354779
T_100305,9982119388,Sister Folashade's Wholesale,Retailer,Folashade,Suleiman,folashade.suleiman21@gmail.com,03027122055,Mushin,Yoruba,00861480351,35278119814,2088555.81,501,4168.77,377561.46,3133000.0,0.83,94.7,4177100.0,Gold,2025-08-05 21:46:23.354881,2025-08-13 21:46:23.354881
T_100306,9932201164,Alhaji Ifeanyi's Stall,Small Kiosk,Ifeanyi,Balogun,ifeanyi.balogun97@gmail.com,04313794898,Idumota,Igbo,30287757276,26726051869,2004142.36,1467,1366.15,349999.68,3006000.0,0.97,75.6,2004100.0,Bronze,2026-02-09 21:46:23.354984,2026-03-08 21:46:23.354984
T_100307,9966503067,Baba Ifeanyi's Wholesale,Wholesaler,Ifeanyi,Adeyemi,ifeanyi.adeyemi29@gmail.com,05503610680,Mile 12,English,99400507570,46185166660,2168733.48,1243,1744.76,382942.25,3253000.0,0.92,18.2,0.0,Gold,2025-08-29 21:46:23.355087,2025-09-12 21:46:23.355087
T_100308,9929775738,Baba Tunde's Wholesale,Small Kiosk,Tunde,Abiola,tunde.abiola96@gmail.com,05614489839,Alaba,Igbo,13771833526,90455350936,1102388.19,1314,838.96,71261.9,1654000.0,0.97,59.2,441000.0,Silver,2025-11-23 21:46:23.355189,2025-12-09 21:46:23.355189
T_100309,9978420547,Sister Abubakar's Ventures,Retailer,Abubakar,Abiola,abubakar.abiola9@gmail.com,04060768364,Mile 12,Hausa,15679148031,06076409615,2488380.98,1489,1671.18,148204.51,3733000.0,0.64,48.1,995400.0,Gold,2025-11-09 21:46:23.355292,2025-11-24 21:46:23.355292
T_100310,9947112668,Alhaji Aisha's Enterprises,Wholesaler,Aisha,Danjuma,aisha.danjuma64@gmail.com,08033590486,Mushin,English,54652046088,43120924302,2470984.65,319,7746.03,308944.17,3706000.0,0.65,4.7,0.0,Gold,2025-08-22 21:46:23.355400,2025-09-03 21:46:23.355400
T_100311,9930922565,Madam Kelechi's Wholesale,Wholesaler,Kelechi,Okonkwo,kelechi.okonkwo49@gmail.com,04319863570,Idumota,Yoruba,62839923290,49865852432,1238035.47,1283,964.95,61974.97,1857000.0,0.49,72.2,1238000.0,Bronze,2025-09-26 21:46:23.355502,2025-09-28 21:46:23.355502
T_100312,9957393189,Baba Ibrahim's Enterprises,Wholesaler,Ibrahim,Suleiman,ibrahim.suleiman63@gmail.com,07612847057,Alaba,Hausa,77110377248,30865940866,1533258.99,652,2351.62,200704.17,2300000.0,0.77,31.1,0.0,Bronze,2025-10-23 21:46:23.355603,2025-11-20 21:46:23.355603
T_100313,9947199677,Alhaji Blessing's Retail,Small Kiosk,Blessing,Balogun,blessing.balogun83@gmail.com,04207318728,Mile 12,English,92823994919,76490695811,374965.93,600,624.94,69344.8,562000.0,0.33,96.7,749900.0,Gold,2025-07-06 21:46:23.355703,2025-07-24 21:46:23.355703
T_100314,9951178043,Brother Folashade's Enterprises,Online Vendor,Folashade,Suleiman,folashade.suleiman35@gmail.com,06735285495,Oshodi,Yoruba,20807639503,63203345029,2106232.7,936,2250.25,130476.56,3159000.0,0.5,44.9,842500.0,Gold,2025-08-09 21:46:23.356103,2025-08-23 21:46:23.356103
T_100315,9937030948,Baba Joshua's Retail,Wholesaler,Joshua,Abubakar,joshua.abubakar83@gmail.com,00346099686,Alaba,Pidgin,00266545133,01166946439,506068.97,536,944.16,91154.92,759000.0,0.85,31.1,0.0,Gold,2025-07-01 21:46:23.356654,2025-07-04 21:46:23.356654
T_100316,9976621200,Baba Chinedu's Hub,Online Vendor,Chinedu,Bello,chinedu.bello22@gmail.com,03283106072,Mile 12,Hausa,36859505374,53162936052,1649280.3,1321,1248.51,142585.08,2474000.0,0.36,8.6,0.0,Silver,2025-07-08 21:46:23.356775,2025-07-10 21:46:23.356775
T_100317,9996469430,Alhaji Aisha's Global,Small Kiosk,Aisha,Adebayo,aisha.adebayo66@gmail.com,05319856561,Mushin,Igbo,42782101968,67112234753,1859477.09,1425,1304.9,329586.86,2789000.0,0.79,58.7,743800.0,Silver,2025-10-10 21:46:23.357044,2025-10-20 21:46:23.357044
T_100318,9958888326,Sister Olumide's Enterprises,Online Vendor,Olumide,Ibrahim,olumide.ibrahim60@gmail.com,05344458543,Ketu,English,43710596654,53560177084,1961425.74,1209,1622.35,388247.06,2942000.0,0.89,70.3,1961400.0,None,2025-06-18 21:46:23.357315,2025-06-30 21:46:23.357315
T_100319,9915890149,Baba Chinedu's Retail,Retailer,Chinedu,Chukwu,chinedu.chukwu2@gmail.com,06715543288,Mile 12,English,81668790599,56365736589,1156915.05,965,1198.88,174363.64,1735000.0,0.61,24.1,0.0,None,2025-12-05 21:46:23.357584,2025-12-15 21:46:23.357584
T_100320,9943171909,Brother Chinedu's Wholesale,Retailer,Chinedu,Nwosu,chinedu.nwosu23@gmail.com,02243139871,Mile 12,English,14991487999,46291789219,2274130.98,696,3267.43,117211.64,3411000.0,0.54,46.5,909700.0,Bronze,2025-07-02 21:46:23.357911,2025-07-25 21:46:23.357911
T_100321,9997401226,Baba Aminu's Ventures,Wholesaler,Aminu,Eze,aminu.eze35@gmail.com,07620691160,Oshodi,Pidgin,46857438769,99991241914,344254.09,1181,291.49,23050.92,516000.0,0.9,68.7,137700.0,Gold,2025-07-26 21:46:23.358204,2025-08-05 21:46:23.358204
T_100322,9990118674,Mama Sadiq's Global,Retailer,Sadiq,Abiola,sadiq.abiola45@gmail.com,04516477643,Ketu,Yoruba,98307266303,38047724894,1357255.56,1283,1057.88,225429.0,2036000.0,0.66,74.1,1357300.0,None,2025-11-09 21:46:23.358508,2025-12-02 21:46:23.358508
T_100323,9992490424,Baba Aminu's Hub,Retailer,Aminu,Yusuf,aminu.yusuf49@gmail.com,07072886438,Mile 12,English,65917257527,91442712933,1854788.94,251,7389.6,169189.48,2782000.0,0.91,39.2,0.0,Silver,2025-07-31 21:46:23.359205,2025-08-30 21:46:23.359205
T_100324,9939114855,Madam Abubakar's Ventures,Small Kiosk,Abubakar,Balogun,abubakar.balogun90@gmail.com,05541304376,Ketu,English,34209517711,13533075038,523633.94,1345,389.32,78663.24,785000.0,0.7,16.0,0.0,Silver,2025-11-03 21:46:23.359891,2025-11-06 21:46:23.359891
T_100325,9973049064,Brother Olumide's Enterprises,Online Vendor,Olumide,Danjuma,olumide.danjuma37@gmail.com,00533865839,Ketu,English,76214195501,88614354096,1271921.29,1147,1108.91,226004.11,1908000.0,0.39,52.2,508800.0,Bronze,2025-09-14 21:46:23.360170,2025-10-14 21:46:23.360170
T_100326,9973131694,Sister Ifeanyi's Enterprises,Retailer,Ifeanyi,Bello,ifeanyi.bello10@gmail.com,00748864151,Idumota,Hausa,35667556507,13989466802,593785.87,1365,435.01,98163.41,891000.0,0.76,41.8,237500.0,Bronze,2025-11-09 21:46:23.360432,2025-12-02 21:46:23.360432
T_100327,9986195746,Alhaji Folashade's Global,Retailer,Folashade,Danjuma,folashade.danjuma9@gmail.com,05104203348,Oshodi,Pidgin,82093589692,54508440999,554184.27,859,645.15,71496.07,831000.0,0.96,82.2,554200.0,Silver,2025-11-18 21:46:23.360691,2025-12-04 21:46:23.360691
T_100328,9977873705,Brother Aminu's Stall,Online Vendor,Aminu,Danjuma,aminu.danjuma93@gmail.com,00707502817,Oshodi,English,74258103881,59281027178,670897.25,940,713.72,114687.89,1006000.0,0.57,70.1,670900.0,Bronze,2025-05-26 21:46:23.360961,2025-06-06 21:46:23.360961
T_100329,9966251469,Sister Emeka's Ventures,Retailer,Emeka,Suleiman,emeka.suleiman21@gmail.com,01843228437,Mushin,Hausa,26372901198,58363130215,2057714.89,1349,1525.36,156442.4,3087000.0,0.46,12.8,0.0,Bronze,2025-08-31 21:46:23.361235,2025-09-27 21:46:23.361235
T_100330,9962825228,Alhaji Folashade's Enterprises,Online Vendor,Folashade,Suleiman,folashade.suleiman94@gmail.com,06687074211,Mile 12,Pidgin,43522766574,88176185664,1083036.7,526,2059.01,116631.59,1625000.0,0.49,84.9,1083000.0,Bronze,2025-06-14 21:46:23.361503,2025-06-29 21:46:23.361503
T_100331,9953034258,Sister Folashade's Enterprises,Online Vendor,Folashade,Yusuf,folashade.yusuf12@gmail.com,00652620939,Mile 12,English,01661265038,23044981948,1256141.6,904,1389.54,138173.9,1884000.0,0.54,74.5,1256100.0,Gold,2025-05-16 21:46:23.361763,2025-06-02 21:46:23.361763
T_100332,9922790580,Madam Ibrahim's Retail,Retailer,Ibrahim,Suleiman,ibrahim.suleiman27@gmail.com,07494685204,Alaba,Igbo,85901023784,16478558962,1601331.56,482,3322.26,138957.37,2402000.0,0.53,34.3,0.0,Gold,2025-11-02 21:46:23.362033,2025-11-15 21:46:23.362033
T_100333,9932893092,Sister Kelechi's Retail,Small Kiosk,Kelechi,Suleiman,kelechi.suleiman27@gmail.com,05859715295,Mushin,English,66802712757,74202789967,550159.88,765,719.16,39805.01,825000.0,0.99,63.2,220100.0,None,2025-12-10 21:46:23.362321,2026-01-08 21:46:23.362321
T_100334,9982236781,Brother Sadiq's Enterprises,Small Kiosk,Sadiq,Yusuf,sadiq.yusuf79@gmail.com,04527789946,Oshodi,Hausa,98657245176,21354439990,251583.49,903,278.61,23819.61,377000.0,0.98,91.0,503200.0,Silver,2025-05-31 21:46:23.362579,2025-06-02 21:46:23.362579
T_100335,9944782592,Mama Olumide's Global,Wholesaler,Olumide,Balogun,olumide.balogun96@gmail.com,03977952327,Oshodi,Yoruba,27212402290,34180586686,918287.34,1002,916.45,120662.64,1377000.0,0.55,80.3,918300.0,Bronze,2025-10-16 21:46:23.362856,2025-11-10 21:46:23.362856
T_100336,9921454060,Baba Kelechi's Enterprises,Wholesaler,Kelechi,Suleiman,kelechi.suleiman10@gmail.com,02738449434,Balogun,Pidgin,21252981543,87607425583,735456.59,1226,599.88,135025.44,1103000.0,0.47,58.3,294200.0,None,2025-07-16 21:46:23.363137,2025-08-05 21:46:23.363137
T_100337,9995488460,Alhaji Ibrahim's Wholesale,Wholesaler,Ibrahim,Adebayo,ibrahim.adebayo40@gmail.com,07940315681,Mushin,Igbo,79537630932,34499027216,2331180.31,798,2921.28,220277.23,3497000.0,0.86,69.6,932500.0,None,2025-07-07 21:46:23.363372,2025-07-25 21:46:23.363372
T_100338,9973229623,Madam Chinedu's Stall,Retailer,Chinedu,Okoro,chinedu.okoro35@gmail.com,01132139239,Mile 12,Hausa,65881926796,07262819313,969932.51,1050,923.75,103342.56,1455000.0,0.82,0.5,0.0,Silver,2025-09-25 21:46:23.363499,2025-10-15 21:46:23.363499
T_100339,9976338711,Brother Aisha's Ventures,Small Kiosk,Aisha,Okoro,aisha.okoro19@gmail.com,04233833076,Oshodi,English,46384593351,00828144753,773342.12,754,1025.65,139713.56,1160000.0,0.96,57.8,309300.0,Silver,2025-07-01 21:46:23.363613,2025-07-02 21:46:23.363613
T_100340,9991265476,Mama Olumide's Wholesale,Retailer,Olumide,Adebayo,olumide.adebayo71@gmail.com,01227832305,Idumota,Hausa,39594536048,32154437709,481248.63,888,541.95,79229.57,722000.0,0.79,33.9,0.0,None,2025-10-31 21:46:23.363718,2025-11-14 21:46:23.363718
T_100341,9982465921,Brother Aisha's Wholesale,Wholesaler,Aisha,Eze,aisha.eze76@gmail.com,03289863472,Balogun,Yoruba,78694941399,73187904828,2244533.41,210,10688.25,396105.37,3367000.0,0.36,74.4,2244500.0,None,2025-05-28 21:46:23.363817,2025-06-22 21:46:23.363817
T_100342,9968312806,Baba Chinedu's Hub,Retailer,Chinedu,Okoro,chinedu.okoro59@gmail.com,09830219794,Idumota,Igbo,24707457519,44241530517,2420591.06,1067,2268.6,272135.23,3631000.0,0.77,16.0,0.0,None,2025-10-18 21:46:23.363924,2025-11-16 21:46:23.363924
T_100343,9920139616,Mama Abubakar's Enterprises,Online Vendor,Abubakar,Adebayo,abubakar.adebayo74@gmail.com,05119857114,Ketu,Yoruba,83330167042,56342900686,1360915.32,359,3790.85,267924.09,2041000.0,0.97,50.7,544400.0,Silver,2025-08-11 21:46:23.364026,2025-08-25 21:46:23.364026
T_100344,9977099330,Alhaji Blessing's Global,Small Kiosk,Blessing,Okonkwo,blessing.okonkwo62@gmail.com,09655410361,Mushin,English,23970247583,64424890577,432953.08,609,710.92,82221.4,649000.0,0.86,90.4,865900.0,Gold,2025-05-31 21:46:23.364129,2025-06-21 21:46:23.364129
T_100345,9968335568,Baba Olumide's Retail,Wholesaler,Olumide,Abiola,olumide.abiola18@gmail.com,00058118024,Ketu,English,78499022254,72598459509,1698247.57,207,8204.09,309441.29,2547000.0,0.68,37.6,0.0,Gold,2025-05-15 21:46:23.364228,2025-05-18 21:46:23.364228
T_100346,9919324393,Sister Ibrahim's Retail,Small Kiosk,Ibrahim,Okonkwo,ibrahim.okonkwo58@gmail.com,00471048738,Balogun,Igbo,29093663416,91344852510,1776962.41,910,1952.71,229477.13,2665000.0,0.44,36.7,0.0,Gold,2025-10-07 21:46:23.364330,2025-10-26 21:46:23.364330
T_100347,9912528984,Alhaji Ibrahim's Stall,Retailer,Ibrahim,Abiola,ibrahim.abiola40@gmail.com,02078785500,Oshodi,Igbo,39277971968,77154887310,2318667.9,444,5222.22,383208.71,3478000.0,0.5,70.3,2318700.0,None,2026-01-19 21:46:23.364433,2026-02-04 21:46:23.364433
T_100348,9974100078,Baba Blessing's Hub,Small Kiosk,Blessing,Ibrahim,blessing.ibrahim57@gmail.com,08786857362,Ketu,English,44565491814,32260160585,1865657.52,1310,1424.17,275873.64,2798000.0,0.82,58.8,746300.0,Bronze,2025-09-15 21:46:23.364550,2025-09-23 21:46:23.364550
T_100349,9940051346,Baba Kelechi's Retail,Online Vendor,Kelechi,Adebayo,kelechi.adebayo66@gmail.com,02831438025,Oshodi,Igbo,87220386685,12357089426,1343296.15,370,3630.53,240041.16,2015000.0,0.52,44.3,537300.0,Bronze,2025-07-13 21:46:23.364653,2025-07-25 21:46:23.364653
T_100350,9938369187,Madam Chioma's Stall,Online Vendor,Chioma,Abubakar,chioma.abubakar99@gmail.com,07266808377,Alaba,Yoruba,80780728054,55433734223,2041972.37,1077,1895.98,215418.14,3063000.0,0.52,12.5,0.0,Silver,2025-10-25 21:46:23.364759,2025-11-06 21:46:23.364759
T_100351,9962745650,Madam Chioma's Enterprises,Small Kiosk,Chioma,Uba,chioma.uba91@gmail.com,05117310328,Idumota,Pidgin,93589016983,58993095255,1000719.68,613,1632.5,145592.24,1501000.0,0.42,83.8,1000700.0,Gold,2025-07-28 21:46:23.364868,2025-08-01 21:46:23.364868
T_100352,9940769448,Baba Mary's Ventures,Small Kiosk,Mary,Uba,mary.uba95@gmail.com,09065117165,Alaba,English,93404797785,81957168267,1873285.73,1316,1423.47,298935.27,2810000.0,0.93,2.1,0.0,Silver,2025-06-18 21:46:23.364968,2025-06-22 21:46:23.364968
