seeker_id,squad_account_number,first_name,last_name,email,phone_number,location,languages_spoken,skills_list,zovu_pulse_score,trust_score,punctuality_index,completion_rate,ajo_savings_balance,auto_save_pct,shield_status,emergency_contact_phone,created_at,updated_at
S_501218,9940697593,Abubakar,Danjuma,abubakar.danjuma516@gmail.com,06363777707,Mile 12,"['Hausa', 'English']",['Heavy Lifting'],53.4,0.02,0.1,0.8,41472.89,0.05,None,05915717582,2026-01-09 21:46:23.531048,2026-01-10 21:46:23.531048
S_501219,9967296925,Sadiq,Okoro,sadiq.okoro314@gmail.com,06605824918,Mile 12,"['Igbo', 'Yoruba', 'English']","['Logistics', 'Stock Counting']",78.1,0.5,0.88,0.82,44496.0,0.1,Family,00025994459,2025-12-03 21:46:23.531099,2025-12-11 21:46:23.531099
S_501220,9978036396,Kelechi,Bello,kelechi.bello382@gmail.com,06201338970,Ketu,['Hausa'],"['Driving', 'Packaging']",28.4,0.63,0.44,0.14,41537.07,0.0,Personal,02051883740,2025-11-11 21:46:23.531149,2025-11-16 21:46:23.531149
S_501221,9935951791,Chinedu,Abubakar,chinedu.abubakar352@gmail.com,07922503289,Oshodi,"['Yoruba', 'Hausa', 'Pidgin']",['Sales'],71.6,0.74,0.41,0.46,9810.91,0.0,Family,02938421314,2026-04-11 21:46:23.531201,2026-04-14 21:46:23.531201
S_501222,9997186198,Ifeanyi,Okoro,ifeanyi.okoro311@gmail.com,07058798448,Balogun,"['Hausa', 'Igbo']","['Sales', 'Packaging']",68.3,0.63,0.7,0.34,17619.25,0.0,None,02286638063,2025-11-05 21:46:23.531256,2025-11-15 21:46:23.531256
S_501223,9954918035,Blessing,Balogun,blessing.balogun935@gmail.com,06468011212,Oshodi,"['English', 'Yoruba', 'Igbo']",['Heavy Lifting'],15.5,0.67,0.4,0.58,33035.42,0.15,None,03622291535,2026-03-26 21:46:23.531312,2026-04-07 21:46:23.531312
S_501224,9974949256,Chinedu,Okoro,chinedu.okoro528@gmail.com,07998936555,Mile 12,"['English', 'Pidgin']",['Heavy Lifting'],57.5,0.25,0.16,0.85,17975.94,0.15,None,05020568908,2025-12-14 21:46:23.531368,2025-12-17 21:46:23.531368
S_501225,9989335500,Nneka,Nwosu,nneka.nwosu441@gmail.com,08559062099,Mile 12,"['Hausa', 'Pidgin', 'Igbo']","['Logistics', 'Driving']",65.7,0.76,0.1,0.88,26332.62,0.15,None,00292983158,2026-02-16 21:46:23.531420,2026-02-22 21:46:23.531420
S_501226,9967679044,Sadiq,Chukwu,sadiq.chukwu113@gmail.com,02129765680,Balogun,"['Pidgin', 'Hausa']",['Sales'],12.3,1.0,0.93,0.1,28198.91,0.1,Personal,04596989772,2025-12-17 21:46:23.531474,2025-12-23 21:46:23.531474
S_501227,9921462971,Tunde,Eze,tunde.eze512@gmail.com,05581137611,Balogun,"['English', 'Pidgin', 'Yoruba']",['Sales'],24.7,0.78,0.67,0.2,29042.28,0.05,Family,05619331587,2025-11-27 21:46:23.531526,2025-12-06 21:46:23.531526
S_501228,9943691420,Bolanle,Nwosu,bolanle.nwosu21@gmail.com,05892228419,Mushin,"['Igbo', 'Yoruba', 'Hausa']",['Stock Counting'],98.4,0.92,0.8,0.09,33873.75,0.05,None,09810490009,2026-04-06 21:46:23.531578,2026-04-08 21:46:23.531578
S_501229,9961065369,Olumide,Danjuma,olumide.danjuma172@gmail.com,05231737104,Balogun,"['Igbo', 'Pidgin']","['Packaging', 'Heavy Lifting']",54.2,0.1,0.49,0.35,31380.49,0.0,Family,06703199860,2025-11-29 21:46:23.531887,2025-12-08 21:46:23.531887
S_501230,9951007353,Joshua,Yusuf,joshua.yusuf843@gmail.com,00315998602,Ketu,"['Pidgin', 'Yoruba', 'English']",['Packaging'],29.7,0.22,0.13,0.12,9385.08,0.1,Personal,04244626801,2026-03-06 21:46:23.531943,2026-03-12 21:46:23.531943
S_501231,9941211960,Aminu,Chukwu,aminu.chukwu511@gmail.com,02601970483,Ketu,"['Pidgin', 'Igbo']","['Packaging', 'Logistics']",2.6,0.22,0.29,0.11,33174.53,0.05,None,00406770987,2026-03-20 21:46:23.531996,2026-03-29 21:46:23.531996
S_501232,9957679380,Chinedu,Eze,chinedu.eze328@gmail.com,09622714728,Oshodi,"['Pidgin', 'Hausa']","['Sales', 'Heavy Lifting']",7.1,0.19,0.79,0.5,17256.83,0.15,Family,03355128562,2025-11-17 21:46:23.532059,2025-11-22 21:46:23.532059
S_501233,9986574095,Emeka,Suleiman,emeka.suleiman62@gmail.com,03553314652,Balogun,"['English', 'Hausa', 'Igbo']","['Heavy Lifting', 'Driving']",78.2,0.78,0.91,0.59,48849.57,0.1,Personal,06089593339,2026-01-22 21:46:23.532110,2026-02-02 21:46:23.532110
S_501234,9963194633,Aisha,Nwosu,aisha.nwosu125@gmail.com,01946417068,Oshodi,"['Igbo', 'English']","['Heavy Lifting', 'Sales']",71.0,0.89,0.32,0.12,36684.37,0.05,Personal,05174648947,2026-03-11 21:46:23.532167,2026-03-13 21:46:23.532167
S_501235,9962073623,Abubakar,Abiola,abubakar.abiola573@gmail.com,04869067295,Balogun,"['Hausa', 'Pidgin']",['Sales'],9.5,0.54,0.13,0.9,20170.69,0.15,None,03953385331,2025-12-02 21:46:23.532220,2025-12-16 21:46:23.532220
S_501236,9950172323,Nneka,Abubakar,nneka.abubakar218@gmail.com,05397793565,Alaba,"['English', 'Pidgin']","['Heavy Lifting', 'Stock Counting']",72.4,0.34,0.79,0.03,31562.69,0.05,None,05252659921,2025-12-26 21:46:23.532272,2026-01-07 21:46:23.532272
S_501237,9931761128,Aisha,Okoro,aisha.okoro906@gmail.com,07987357779,Balogun,"['Yoruba', 'English']",['Packaging'],65.8,0.67,0.54,0.07,20766.97,0.0,None,06045235624,2026-02-18 21:46:23.532326,2026-03-02 21:46:23.532326
S_501238,9975432005,Chinedu,Bello,chinedu.bello20@gmail.com,05494763980,Alaba,['Yoruba'],['Heavy Lifting'],33.5,0.3,0.02,0.07,17018.72,0.0,Personal,02962431718,2025-12-28 21:46:23.532378,2025-12-31 21:46:23.532378
S_501239,9955891246,Tunde,Abubakar,tunde.abubakar366@gmail.com,03840899542,Alaba,['Pidgin'],['Packaging'],41.0,0.35,0.77,0.07,34397.08,0.15,Personal,00233352350,2026-03-30 21:46:23.532431,2026-04-13 21:46:23.532431
S_501240,9917364682,Mary,Abiola,mary.abiola667@gmail.com,08034143832,Ketu,"['Pidgin', 'Hausa', 'English']",['Stock Counting'],67.4,0.78,0.4,0.56,25809.58,0.15,Personal,00218683606,2026-02-25 21:46:23.532484,2026-03-08 21:46:23.532484
S_501241,9954246696,Tunde,Chukwu,tunde.chukwu828@gmail.com,03841962942,Idumota,"['Yoruba', 'Hausa', 'Igbo']","['Driving', 'Heavy Lifting']",96.2,0.21,0.63,0.66,45332.15,0.0,Family,07041333094,2026-01-02 21:46:23.532538,2026-01-16 21:46:23.532538
S_501242,9950033460,Ibrahim,Balogun,ibrahim.balogun476@gmail.com,00068147092,Alaba,['Pidgin'],"['Heavy Lifting', 'Driving']",3.6,0.8,0.62,0.96,38862.04,0.1,Family,02982365414,2026-01-02 21:46:23.532595,2026-01-05 21:46:23.532595
S_501243,9911502696,Chinedu,Abubakar,chinedu.abubakar502@gmail.com,00645479699,Alaba,"['Yoruba', 'Hausa']",['Packaging'],83.8,0.97,0.76,0.56,42281.41,0.05,None,00280590610,2026-04-01 21:46:23.532650,2026-04-12 21:46:23.532650
S_501244,9984707227,Zainab,Eze,zainab.eze647@gmail.com,01406330775,Oshodi,"['English', 'Igbo']",['Packaging'],15.9,0.34,0.78,0.05,1238.58,0.0,None,06171802794,2026-02-28 21:46:23.532703,2026-03-12 21:46:23.532703
S_501245,9995828765,Funke,Suleiman,funke.suleiman717@gmail.com,02246614328,Ketu,"['Yoruba', 'Hausa', 'Igbo']","['Stock Counting', 'Heavy Lifting']",93.2,0.06,0.49,0.53,12863.69,0.05,Family,06567982005,2026-02-14 21:46:23.532764,2026-03-01 21:46:23.532764
S_501246,9968021616,Ifeanyi,Uba,ifeanyi.uba751@gmail.com,09240526820,Mile 12,"['Hausa', 'English', 'Igbo']","['Sales', 'Heavy Lifting']",19.1,0.09,0.09,0.41,4316.95,0.15,None,09071004925,2026-02-28 21:46:23.532818,2026-03-03 21:46:23.532818
S_501247,9958463420,Ifeanyi,Suleiman,ifeanyi.suleiman956@gmail.com,00297824542,Ketu,"['Igbo', 'Yoruba']","['Stock Counting', 'Sales']",19.9,0.84,0.2,0.02,44197.26,0.0,None,03460130014,2025-11-22 21:46:23.532873,2025-12-06 21:46:23.532873
S_501248,9932741738,Olumide,Danjuma,olumide.danjuma906@gmail.com,03622893352,Balogun,"['Pidgin', 'Igbo', 'Yoruba']",['Heavy Lifting'],63.5,0.34,0.85,0.62,9888.12,0.15,Family,04647737900,2026-04-11 21:46:23.532925,2026-04-20 21:46:23.532925
S_501249,9931779970,Zainab,Danjuma,zainab.danjuma222@gmail.com,06490882347,Mile 12,"['Igbo', 'Pidgin', 'Yoruba']","['Sales', 'Packaging']",26.2,0.56,0.13,0.43,21112.11,0.0,Family,04261677162,2026-03-31 21:46:23.532975,2026-04-13 21:46:23.532975
S_501250,9972585897,Nneka,Okonkwo,nneka.okonkwo990@gmail.com,03937762871,Ketu,"['Hausa', 'Yoruba', 'Pidgin']",['Sales'],26.3,0.41,0.03,0.53,26054.68,0.0,Personal,04170655205,2026-03-26 21:46:23.533033,2026-04-06 21:46:23.533033
S_501251,9941838284,Chinedu,Suleiman,chinedu.suleiman745@gmail.com,02545647928,Mile 12,['Pidgin'],"['Packaging', 'Heavy Lifting']",29.6,0.54,0.76,0.06,28887.15,0.0,None,02170021994,2026-03-19 21:46:23.533084,2026-03-23 21:46:23.533084
S_501252,9950775902,Zainab,Okoro,zainab.okoro104@gmail.com,04758624106,Ketu,"['Pidgin', 'Hausa']","['Driving', 'Heavy Lifting']",65.8,0.74,0.56,0.88,4580.15,0.05,Personal,04690565104,2026-03-01 21:46:23.533137,2026-03-03 21:46:23.533137
S_501253,9952458933,Zainab,Okoro,zainab.okoro346@gmail.com,01235608707,Mushin,"['English', 'Yoruba', 'Hausa']","['Logistics', 'Stock Counting']",79.6,0.73,0.61,0.04,42670.49,0.05,None,06302663415,2026-01-28 21:46:23.533189,2026-02-03 21:46:23.533189
S_501254,9955489015,Zainab,Suleiman,zainab.suleiman622@gmail.com,03545806160,Idumota,"['Pidgin', 'English']","['Heavy Lifting', 'Stock Counting']",19.3,0.38,0.03,0.22,8135.34,0.05,Family,02208195481,2025-11-29 21:46:23.533243,2025-11-30 21:46:23.533243
S_501255,9929768980,Ifeanyi,Okonkwo,ifeanyi.okonkwo152@gmail.com,01830091760,Mile 12,"['Hausa', 'Pidgin']","['Packaging', 'Stock Counting']",96.4,0.9,0.56,0.36,46821.48,0.1,Personal,06091514667,2026-01-22 21:46:23.533294,2026-01-26 21:46:23.533294
S_501256,9966419872,Ibrahim,Balogun,ibrahim.balogun221@gmail.com,07885626068,Ketu,['Igbo'],"['Sales', 'Heavy Lifting']",95.5,0.19,0.95,0.99,24917.73,0.05,Family,05141910353,2025-10-30 21:46:23.533345,2025-11-06 21:46:23.533345
S_501257,9918568251,Sadiq,Okonkwo,sadiq.okonkwo86@gmail.com,06977959730,Balogun,['Igbo'],"['Packaging', 'Logistics']",15.7,0.61,0.15,0.4,34076.04,0.0,Family,04756764892,2026-02-15 21:46:23.533588,2026-02-27 21:46:23.533588
S_501258,9956367659,Aminu,Eze,aminu.eze542@gmail.com,02134986575,Oshodi,['Pidgin'],"['Stock Counting', 'Packaging']",94.6,0.18,0.75,0.87,48335.92,0.0,Personal,04172480311,2025-11-15 21:46:23.533785,2025-11-23 21:46:23.533785
S_501259,9946419134,Abubakar,Bello,abubakar.bello881@gmail.com,01614622972,Idumota,"['Hausa', 'English', 'Pidgin']",['Logistics'],46.7,0.27,0.95,0.98,4414.67,0.15,Personal,03581765404,2026-01-09 21:46:23.533995,2026-01-10 21:46:23.533995
S_501260,9938798148,Aminu,Abubakar,aminu.abubakar665@gmail.com,03432124095,Ketu,"['Pidgin', 'English', 'Igbo']",['Packaging'],57.8,0.94,0.03,0.46,25269.87,0.1,None,05430076296,2025-12-12 21:46:23.534195,2025-12-21 21:46:23.534195
S_501261,9952123057,Sadiq,Okoro,sadiq.okoro733@gmail.com,01142271084,Oshodi,"['Yoruba', 'Igbo']",['Packaging'],45.3,0.07,0.54,0.36,30970.69,0.0,Personal,04399174314,2025-11-01 21:46:23.534382,2025-11-14 21:46:23.534382
S_501262,9912961706,Nneka,Okonkwo,nneka.okonkwo330@gmail.com,07537572947,Mushin,"['Igbo', 'English']",['Stock Counting'],91.4,0.23,0.59,0.3,10842.24,0.0,Family,07688769303,2025-11-21 21:46:23.534582,2025-12-02 21:46:23.534582
S_501263,9963770351,Chioma,Okoro,chioma.okoro30@gmail.com,08513289764,Ketu,['Igbo'],"['Logistics', 'Packaging']",7.8,0.17,0.41,0.17,9743.95,0.15,Family,02305813024,2025-11-08 21:46:23.534754,2025-11-16 21:46:23.534754
S_501264,9918307548,Blessing,Chukwu,blessing.chukwu676@gmail.com,03804019784,Mile 12,"['English', 'Yoruba', 'Pidgin']",['Driving'],10.9,0.77,0.94,0.74,6484.96,0.1,Personal,01425680786,2026-01-29 21:46:23.534909,2026-02-07 21:46:23.534909
S_501265,9993502571,Blessing,Eze,blessing.eze787@gmail.com,04080147658,Oshodi,"['Igbo', 'Pidgin', 'Hausa']",['Logistics'],27.2,0.48,0.96,0.05,25505.39,0.05,None,08296096319,2026-02-12 21:46:23.535071,2026-02-17 21:46:23.535071
S_501266,9943520092,Aminu,Balogun,aminu.balogun907@gmail.com,05337869446,Ketu,['Igbo'],"['Logistics', 'Packaging']",54.0,0.7,0.75,0.16,3425.01,0.05,None,09952541792,2025-12-18 21:46:23.535229,2025-12-22 21:46:23.535229
S_501267,9982729851,Joshua,Balogun,joshua.balogun234@gmail.com,01751262439,Balogun,"['Igbo', 'Hausa', 'Yoruba']",['Packaging'],50.3,0.77,0.39,0.47,31931.68,0.1,None,03751865797,2026-03-18 21:46:23.535376,2026-03-26 21:46:23.535376
S_501268,9953632591,Funke,Eze,funke.eze977@gmail.com,04429398192,Oshodi,"['Yoruba', 'Igbo', 'Pidgin']",['Stock Counting'],25.6,0.79,0.26,0.03,49087.33,0.0,Personal,06030976400,2025-11-15 21:46:23.535542,2025-11-16 21:46:23.535542
S_501269,9969948726,Chinedu,Ibrahim,chinedu.ibrahim595@gmail.com,02755333387,Idumota,"['Hausa', 'Igbo']","['Logistics', 'Heavy Lifting']",87.2,0.98,0.94,0.08,40291.56,0.0,None,00516795582,2026-04-08 21:46:23.535697,2026-04-13 21:46:23.535697
S_501270,9942587448,Funke,Adebayo,funke.adebayo752@gmail.com,04795345975,Ketu,['Pidgin'],['Stock Counting'],29.7,0.98,0.33,0.05,15967.89,0.0,Family,06585885776,2025-12-09 21:46:23.535847,2025-12-16 21:46:23.535847
S_501271,9924441197,Mary,Adebayo,mary.adebayo977@gmail.com,03971024761,Balogun,"['English', 'Pidgin', 'Hausa']","['Sales', 'Heavy Lifting']",31.9,0.79,0.05,0.72,39482.28,0.05,Family,07516912191,2026-02-04 21:46:23.536034,2026-02-18 21:46:23.536034
S_501272,9953792477,Folashade,Uba,folashade.uba468@gmail.com,09360860873,Ketu,"['Igbo', 'Hausa']",['Heavy Lifting'],82.3,0.68,0.35,0.89,37308.49,0.15,Family,05077521058,2025-11-16 21:46:23.536163,2025-11-22 21:46:23.536163
S_501273,9962478470,Tunde,Bello,tunde.bello378@gmail.com,02148341809,Ketu,"['Igbo', 'Hausa', 'English']",['Packaging'],88.8,0.93,0.96,0.18,24698.51,0.1,None,00135773216,2025-11-24 21:46:23.536230,2025-11-25 21:46:23.536230
S_501274,9910957480,Funke,Adeyemi,funke.adeyemi219@gmail.com,01858447444,Balogun,"['Hausa', 'English', 'Igbo']","['Packaging', 'Sales']",10.4,0.55,0.75,0.43,40730.92,0.15,Personal,06241349281,2026-02-06 21:46:23.536288,2026-02-11 21:46:23.536288
S_501275,9924475117,Emeka,Bello,emeka.bello23@gmail.com,08180194468,Idumota,"['Pidgin', 'English', 'Yoruba']",['Sales'],24.5,0.99,0.5,0.45,34928.37,0.15,Family,06152842688,2026-01-18 21:46:23.536350,2026-01-31 21:46:23.536350
S_501276,9990832955,Funke,Nwosu,funke.nwosu431@gmail.com,02259310814,Balogun,"['Yoruba', 'Hausa', 'English']",['Heavy Lifting'],28.2,0.07,0.65,0.15,12696.9,0.1,None,01626275533,2026-02-25 21:46:23.536408,2026-03-07 21:46:23.536408
S_501277,9946754941,Mary,Adeyemi,mary.adeyemi172@gmail.com,04298292810,Idumota,"['Hausa', 'English', 'Pidgin']","['Logistics', 'Packaging']",28.7,0.63,0.78,0.05,14272.55,0.05,Personal,05466787854,2025-12-24 21:46:23.536480,2025-12-29 21:46:23.536480
S_501278,9971745195,Kelechi,Ibrahim,kelechi.ibrahim837@gmail.com,03146725976,Mile 12,"['Hausa', 'English', 'Igbo']",['Packaging'],17.6,0.53,0.0,0.76,25639.47,0.05,Personal,05656154565,2025-12-01 21:46:23.536545,2025-12-12 21:46:23.536545
S_501279,9956322209,Aisha,Okoro,aisha.okoro166@gmail.com,02802064141,Oshodi,"['Hausa', 'Pidgin']","['Driving', 'Stock Counting']",74.6,0.61,0.8,0.42,13784.01,0.1,Personal,00813010068,2025-12-25 21:46:23.536618,2026-01-02 21:46:23.536618
S_501280,9953643508,Nneka,Ibrahim,nneka.ibrahim59@gmail.com,07709472109,Alaba,"['Yoruba', 'Pidgin', 'Igbo']","['Sales', 'Logistics']",45.2,0.56,0.17,0.48,12339.0,0.0,Personal,05812370972,2026-03-24 21:46:23.536689,2026-03-31 21:46:23.536689
S_501281,9944350801,Aisha,Bello,aisha.bello875@gmail.com,07035438351,Ketu,"['English', 'Hausa', 'Pidgin']",['Driving'],99.1,0.16,0.79,0.89,36005.46,0.15,None,05003621637,2026-03-14 21:46:23.536752,2026-03-26 21:46:23.536752
S_501282,9928986199,Kelechi,Eze,kelechi.eze581@gmail.com,00835604528,Ketu,"['Yoruba', 'Igbo', 'English']","['Driving', 'Packaging']",14.8,0.11,0.31,0.2,35963.04,0.05,None,03312941868,2026-01-30 21:46:23.536818,2026-02-12 21:46:23.536818
S_501283,9939758955,Folashade,Okoro,folashade.okoro629@gmail.com,01371153859,Alaba,['Pidgin'],['Packaging'],53.9,0.04,0.88,0.6,18421.57,0.15,Family,03100979270,2025-11-07 21:46:23.536883,2025-11-13 21:46:23.536883
S_501284,9924454506,Sadiq,Balogun,sadiq.balogun266@gmail.com,06162698423,Oshodi,"['English', 'Pidgin']","['Heavy Lifting', 'Driving']",30.9,0.24,0.37,0.67,5859.02,0.15,None,07364094434,2025-11-10 21:46:23.536938,2025-11-13 21:46:23.536938
S_501285,9919518848,Aisha,Eze,aisha.eze500@gmail.com,02502981766,Idumota,"['English', 'Yoruba']",['Packaging'],46.7,0.34,1.0,0.34,30586.87,0.15,None,01891830533,2025-12-01 21:46:23.536995,2025-12-15 21:46:23.536995
S_501286,9940456163,Blessing,Abiola,blessing.abiola269@gmail.com,08170232002,Mile 12,['Igbo'],"['Logistics', 'Heavy Lifting']",48.9,0.91,0.09,0.5,25683.57,0.0,None,03155008214,2026-03-07 21:46:23.537061,2026-03-21 21:46:23.537061
S_501287,9977139331,Ibrahim,Eze,ibrahim.eze234@gmail.com,09125572586,Oshodi,"['Igbo', 'Pidgin', 'Hausa']","['Sales', 'Logistics']",99.0,0.36,0.52,0.68,8725.09,0.0,None,06957246517,2026-03-08 21:46:23.537117,2026-03-16 21:46:23.537117
S_501288,9934782618,Mary,Chukwu,mary.chukwu965@gmail.com,06755866983,Balogun,"['Hausa', 'Pidgin']",['Driving'],55.2,0.21,0.62,0.3,20179.55,0.1,None,00461657156,2025-11-12 21:46:23.537175,2025-11-13 21:46:23.537175
S_501289,9916987737,Emeka,Yusuf,emeka.yusuf997@gmail.com,05531475021,Idumota,"['Pidgin', 'Yoruba']","['Logistics', 'Sales']",81.3,0.98,0.62,0.14,8430.35,0.1,None,00921194329,2026-04-06 21:46:23.537228,2026-04-19 21:46:23.537228
S_501290,9928516131,Mary,Bello,mary.bello36@gmail.com,09407004320,Oshodi,['Pidgin'],"['Driving', 'Logistics']",40.7,0.49,0.51,0.37,25361.41,0.0,Personal,00960035143,2026-03-01 21:46:23.537283,2026-03-12 21:46:23.537283
S_501291,9976483926,Nneka,Uba,nneka.uba171@gmail.com,05088494578,Idumota,"['Igbo', 'Yoruba']","['Heavy Lifting', 'Packaging']",16.5,0.93,0.14,0.89,32188.33,0.15,Personal,01009223167,2026-03-04 21:46:23.537338,2026-03-06 21:46:23.537338
S_501292,9969503865,Bolanle,Uba,bolanle.uba99@gmail.com,01795740770,Mushin,"['Pidgin', 'Igbo']","['Packaging', 'Stock Counting']",39.8,0.51,0.51,0.16,22288.2,0.0,Family,03598550246,2026-01-25 21:46:23.537396,2026-01-26 21:46:23.537396
S_501293,9926377298,Funke,Suleiman,funke.suleiman439@gmail.com,09098350899,Balogun,"['Pidgin', 'Hausa']",['Stock Counting'],48.5,0.7,0.58,0.33,45991.73,0.0,Personal,09179667251,2025-11-04 21:46:23.537451,2025-11-09 21:46:23.537451
S_501294,9978385251,Ibrahim,Nwosu,ibrahim.nwosu424@gmail.com,01814716906,Ketu,"['Hausa', 'Yoruba']",['Packaging'],56.8,0.07,0.5,0.76,16930.03,0.05,Personal,02389941669,2026-02-10 21:46:23.537503,2026-02-11 21:46:23.537503
S_501295,9972064165,Tunde,Adebayo,tunde.adebayo917@gmail.com,05545755941,Balogun,"['Hausa', 'English', 'Igbo']","['Packaging', 'Logistics']",27.6,0.82,0.45,0.75,3299.73,0.15,Personal,05707576068,2025-11-24 21:46:23.537559,2025-12-08 21:46:23.537559
S_501296,9951516457,Blessing,Adebayo,blessing.adebayo718@gmail.com,06849478009,Ketu,"['English', 'Hausa']","['Stock Counting', 'Logistics']",47.6,0.61,0.92,0.78,22111.69,0.15,Family,01569353278,2025-12-18 21:46:23.537614,2025-12-26 21:46:23.537614
S_501297,9913654142,Chinedu,Balogun,chinedu.balogun772@gmail.com,08781403637,Mushin,"['Hausa', 'Pidgin', 'Yoruba']","['Sales', 'Heavy Lifting']",13.0,0.93,0.09,0.04,24208.7,0.1,Personal,04120317718,2025-11-16 21:46:23.537672,2025-11-28 21:46:23.537672
S_501298,9921612186,Blessing,Suleiman,blessing.suleiman609@gmail.com,07988768642,Balogun,"['English', 'Igbo', 'Hausa']","['Sales', 'Packaging']",31.5,0.95,0.19,0.38,27709.31,0.0,None,06877406595,2025-12-09 21:46:23.537727,2025-12-19 21:46:23.537727
S_501299,9986938362,Sadiq,Chukwu,sadiq.chukwu971@gmail.com,08592883496,Balogun,"['Yoruba', 'English', 'Igbo']","['Logistics', 'Driving']",16.4,0.66,0.27,0.51,6707.01,0.0,Personal,07800501303,2026-04-06 21:46:23.537783,2026-04-18 21:46:23.537783
S_501300,9967069411,Emeka,Yusuf,emeka.yusuf178@gmail.com,08514207368,Mushin,['Igbo'],['Stock Counting'],99.1,0.98,0.99,0.86,36744.55,0.05,Family,04886271233,2026-03-09 21:46:23.537840,2026-03-18 21:46:23.537840
S_501301,9975220693,Sadiq,Nwosu,sadiq.nwosu461@gmail.com,07668593063,Mile 12,['Hausa'],"['Stock Counting', 'Logistics']",89.8,0.78,0.66,0.91,25195.09,0.1,None,03482924917,2026-01-05 21:46:23.537892,2026-01-12 21:46:23.537892
S_501302,9988484323,Joshua,Okonkwo,joshua.okonkwo344@gmail.com,04128313692,Balogun,['Hausa'],"['Driving', 'Stock Counting']",54.5,0.42,0.59,0.59,19283.72,0.1,Personal,02605278160,2025-11-01 21:46:23.537951,2025-11-03 21:46:23.537951
S_501303,9988852535,Aisha,Uba,aisha.uba270@gmail.com,00164672128,Ketu,['Yoruba'],"['Logistics', 'Packaging']",38.3,0.0,0.41,0.5,17675.83,0.1,Personal,09694833805,2025-10-31 21:46:23.538003,2025-11-01 21:46:23.538003
S_501304,9932156524,Blessing,Adebayo,blessing.adebayo313@gmail.com,01709855689,Mile 12,"['Yoruba', 'Hausa']",['Driving'],55.0,0.95,0.42,0.27,20191.06,0.0,None,05263681266,2026-03-30 21:46:23.538060,2026-04-11 21:46:23.538060
S_501305,9934544235,Chioma,Okoro,chioma.okoro823@gmail.com,04000080261,Balogun,"['English', 'Igbo', 'Yoruba']",['Logistics'],7.8,0.79,0.45,0.47,16375.1,0.0,Personal,08887323977,2025-12-15 21:46:23.538112,2025-12-16 21:46:23.538112
S_501306,9918181320,Joshua,Adeyemi,joshua.adeyemi450@gmail.com,01386799041,Mushin,"['Hausa', 'Igbo', 'English']","['Logistics', 'Stock Counting']",52.2,0.8,0.89,0.9,19139.63,0.15,Personal,07998899844,2026-03-08 21:46:23.538163,2026-03-15 21:46:23.538163
S_501307,9991596138,Aminu,Chukwu,aminu.chukwu389@gmail.com,01644172018,Oshodi,"['Hausa', 'English']","['Sales', 'Stock Counting']",42.2,0.07,0.41,0.88,3108.93,0.15,Family,08589079737,2026-04-08 21:46:23.538222,2026-04-21 21:46:23.538222
S_501308,9998845281,Sadiq,Yusuf,sadiq.yusuf420@gmail.com,09752211390,Ketu,['Hausa'],"['Driving', 'Logistics']",30.1,0.73,0.22,0.16,11481.72,0.1,None,07807309086,2026-01-12 21:46:23.538275,2026-01-27 21:46:23.538275
S_501309,9959636615,Olumide,Adebayo,olumide.adebayo393@gmail.com,01206642977,Mile 12,"['Yoruba', 'Hausa']","['Packaging', 'Stock Counting']",93.6,0.65,0.13,0.9,4712.52,0.05,None,00374185738,2026-03-21 21:46:23.538327,2026-03-27 21:46:23.538327
S_501310,9960453131,Olumide,Okoro,olumide.okoro131@gmail.com,02262290172,Mushin,['Hausa'],['Stock Counting'],20.0,0.66,0.5,0.79,13541.92,0.0,Family,03610884791,2026-04-01 21:46:23.538380,2026-04-07 21:46:23.538380
S_501311,9924293768,Tunde,Adebayo,tunde.adebayo514@gmail.com,06500156253,Mushin,"['Yoruba', 'English', 'Pidgin']","['Sales', 'Driving']",87.2,0.58,0.24,0.61,48046.38,0.15,None,07322028544,2026-03-27 21:46:23.538433,2026-03-30 21:46:23.538433
S_501312,9970482377,Sadiq,Ibrahim,sadiq.ibrahim758@gmail.com,06636985079,Mile 12,"['English', 'Yoruba', 'Hausa']",['Driving'],90.2,0.39,0.69,0.03,2759.3,0.1,None,07680478456,2026-02-11 21:46:23.538488,2026-02-14 21:46:23.538488
S_501313,9913337786,Aminu,Eze,aminu.eze129@gmail.com,05565628343,Idumota,['Yoruba'],['Logistics'],95.4,0.07,0.21,0.8,40091.83,0.05,None,05648510678,2026-02-20 21:46:23.538545,2026-02-21 21:46:23.538545
S_501314,9984028583,Ifeanyi,Suleiman,ifeanyi.suleiman956@gmail.com,05592420461,Mushin,"['Igbo', 'Pidgin']","['Heavy Lifting', 'Logistics']",98.3,0.75,0.32,0.47,4208.84,0.0,None,03321907647,2026-02-08 21:46:23.538595,2026-02-19 21:46:23.538595
S_501315,9997875608,Bolanle,Okoro,bolanle.okoro298@gmail.com,04181644755,Alaba,['Hausa'],"['Logistics', 'Driving']",21.7,0.79,0.97,0.44,9779.14,0.15,Personal,06385780783,2025-11-23 21:46:23.538646,2025-12-02 21:46:23.538646
S_501316,9942425025,Joshua,Okonkwo,joshua.okonkwo871@gmail.com,03886382811,Mile 12,"['Yoruba', 'Pidgin']","['Logistics', 'Stock Counting']",25.1,0.55,0.61,0.69,41572.72,0.15,None,07979676411,2026-03-31 21:46:23.538697,2026-04-10 21:46:23.538697
